Order_ID,Sale_Date,Brand,Model,Category,Color,Engine_CC,Fuel_Type,Transmission,Mileage_KMPL,Ex_Showroom_Price_INR,Discount_INR,Units_Sold,Revenue_INR,State,City,Sales_Channel,Customer_Segment,Payment_Method,Customer_Rating
IND-13045,16-10-2022,TVS Motors,,Scooter,Candy Yellow,110,BS6 Petrol,Manual,45.4,89800,0,15,1347000,Uttar Pradesh,Lucknow,Online,Working Professional,Cash,
IND-13489,13-07-2021,TVS,Ntorq 125,Scooter,Sunset Orange,150,PETROL,Manual,48.2,81700,7000,13,971100,Telangana,Hyderabad,Company Direct,Student,Cash,3.7
IND-16622,06-04-2024,Suzuki,,Superbike,Glossy Red,650,Petrol,Manual,48.5,498800,0,10,4988000,Delhi,New Delhi,Exchange,Homemaker,Loan,4
IND-16097,01-12-2022,Suzuki,,Sports,Midnight Grey,250,Petrol,Manual,52.1,,2000,3,510000,Uttar Pradesh,Lucknow,,Working Professional,EMI,3.3
IND-18430,10-05-2023,Royal Enfield,Meteor 350,Commuter,,150,Petrol,Manual,66.4,59900,3000,1,56900,West Bengal,Kolkata,Online,Delivery Executive,EMI,4.8
IND-19574,20-03-2022,Honda,Shine,Superbike,Sunset Orange,390,Electric,Manual,N/A,312100,5000,1,307100,Gujarat,Ahmedabad,Exchange,Working Professional,Cash,4.5
IND-14469,18-04-2022,Mahindra,,Cruiser,Glossy Red,350,Electric,Manual,N/A,174900,2000,8,1383200,Uttar Pradesh,Lucknow,Company Direct,Businessman,Cash,3.7
IND-14347,13-12-2022,Suzuki,V-Strom 650,Scooter,Matte Black,110,Petrol,Manual,,118900,10000,6,653400,Delhi,New Delhi,Exchange,Student,Credit Card,3.2
IND-13765,26-11-2024,Bajaj Auto,CT110,Commuter,Candy Yellow,150,BS6 Petrol,Manual,49.5,77100,10000,14,939400,Uttar Pradesh,Lucknow,Company Direct,Working Professional,Loan,3.3
IND-16043,14-07-2021,Bajaj,CT110,Scooter,Glossy Red,150,Electric,Manual,N/A,101200,15000,15,1293000,Maharashtra,Mumbai,Exchange,Student,Cash,4.4
IND-15160,28-03-2021,Suzuki,Access 125,Cruiser,Racing Blue,500,Electric,Manual,N/A,245500,10000,2,471000,West Bengal,Kolkata,Dealership,Businessman,Loan,4.4
IND-14753,06-02-2023,TVS,Apache RTR 160,Commuter,Pearl White,100,Electric,Manual,N/A,78100,3000,15,1126500,West Bengal,Kolkata,Company Direct,Working Professional,Cash,
IND-19193,14-08-2021,Honda,Activa 6G,Cruiser,Glossy Red,500,BS6 Petrol,Manual,52.4,234500,0,15,3517500,Karnataka,Bengaluru,Exchange,Working Professional,Credit Card,3.4
IND-17951,26-03-2023,KTM,Duke 200,Superbike,Candy Yellow,1000,Electric,Manual,N/A,452000,0,14,6328000,Tamil Nadu,Chennai,Online,Student,Credit Card,3.1
IND-17554,26-12-2023,Hero,Xtreme 160R,Electric,,0,BS6 Petrol,Manual,56.9,98700,3000,14,1339800,Gujarat,Ahmedabad,Dealership,Student,UPI,4.2
IND-16943,02-02-2022,Suzuki,V-Strom 650,Electric,Glossy Red,0,BS6 Petrol,Manual,64.8,131400,7000,14,1741600,Karnataka,Bengaluru,Dealership,Working Professional,Loan,4.9
IND-12520,05-08-2021,Hero,,Commuter,Sunset Orange,125,Electric,Manual,N/A,73600,7000,14,932400,Delhi,New Delhi,Company Direct,Homemaker,UPI,4.8
IND-16049,26-10-2021,TVS,Ntorq 125,Scooter,Candy Yellow,150,Petrol,Manual,,104800,15000,12,1077600,Delhi,New Delhi,Exchange,Working Professional,Credit Card,5
IND-15024,28-06-2022,Jawa,Jawa 42,Superbike,Racing Blue,650,bs6 petrol,Manual,48.1,323900,10000,1,313900,Rajasthan,Jaipur,Dealership,Homemaker,Loan,3.4
IND-13161,05-10-2023,Hero,Passion Pro,Sports,Matte Black,250,Electric,Manual,,134200,15000,1,119200,Rajasthan,Jaipur,Exchange,Delivery Executive,Credit Card,4.5
IND-10438,28-01-2023,Royal Enfield,Bullet 350,Adventure,Sunset Orange,390,Electric,Manual,N/A,,10000,2,387400,Kerala,Kochi,Online,Delivery Executive,Cash,4.3
IND-11893,17-10-2022,Yamaha,FZ-S V3,Sports,Glossy Red,160,Electric,Manual,N/A,198300,5000,15,2899500,Rajasthan,Jaipur,Company Direct,Working Professional,Loan,4.9
IND-15490,28-02-2024,Yamaha,R15 V4,Cruiser,Midnight Grey,350,BS6 Petrol,Manual,,153100,0,3,459300,West Bengal,Kolkata,Dealership,Homemaker,Cash,4.7
IND-10223,18-04-2021,Suzuki,Access 125,Cruiser,Racing Blue,500,Electric,Manual,N/A,191900,3000,14,2644600,Tamil Nadu,Chennai,Exchange,Student,Loan,4.3
IND-13367,13-04-2021,Suzuki,Gixxer 250,Cruiser,Racing Blue,500,Petrol,Manual,54.6,232500,3000,10,2295000,Kerala,Kochi,Company Direct,Delivery Executive,Credit Card,3.8
IND-16161,15-03-2023,Hero,HF Deluxe,Sports,Lime Green,200,BS6 Petrol,Manual,49.1,123000,10000,1,113000,Kerala,Kochi,Exchange,Delivery Executive,UPI,4.4
IND-14447,07-01-2023,Jawa,Perak,Superbike,Pearl White,390,Electric,Manual,N/A,462000,15000,10,4470000,Kerala,Kochi,Company Direct,Working Professional,Cash,3.2
IND-18383,13-05-2024,Hero,Splendor Plus,Sports,Lime Green,200,BS6 Petrol,Manual,70.2,112100,7000,1,105100,Kerala,Kochi,Dealership,Businessman,UPI,4.1
IND-12055,03-04-2023,Hero,Xtreme 160R,Electric,Pearl White,0,Petrol,Manual,53.2,100200,5000,15,1428000,Uttar Pradesh,Lucknow,Exchange,Student,EMI,3.6
IND-18662,25-08-2023,Hero,Glamour,Electric,Pearl White,0,BS6 Petrol,Manual,34.3,128100,15000,6,678600,Karnataka,Bengaluru,Exchange,Homemaker,UPI,4.2
IND-18984,24-03-2021,Suzuki,V-Strom 650,Commuter,,100,BS6 Petrol,Manual,42.9,,3000,10,521000,Karnataka,Bengaluru,Company Direct,Homemaker,Loan,3.7
IND-19157,20-11-2022,Bajaj,Avenger 220,Commuter,Candy Yellow,110,Petrol,Manual,36.4,62400,15000,3,142200,Delhi,New Delhi,Exchange,Businessman,EMI,3.7
IND-17715,19-04-2024,T.V.S,Apache RTR 160,Sports,Pearl White,160,BS6 Petrol,Manual,54,185800,15000,4,683200,Tamil Nadu,Chennai,Dealership,Delivery Executive,EMI,4.3
IND-11433,07-09-2023,T.V.S,iQube Electric,Electric,Matte Black,0,BS6 Petrol,Manual,73.4,144600,10000,13,1749800,Rajasthan,Jaipur,Exchange,Delivery Executive,UPI,4.6
IND-15819,17.05.2023,Yamaha,FZ-S V3,Adventure,Midnight Grey,300,BS6 Petrol,Manual,33.6,280300,15000,10,2653000,delhi,New Delhi,Company Direct,Businessman,EMI,4.4
IND-18785,18-06-2022,Mahindra,Mojo 300,Electric,Racing Blue,0,Petrol,Manual,34.1,,3000,13,1886300,Karnataka,Bengaluru,Exchange,Homemaker,,4.7
IND-14499,17-07-2023,TVS,Apache RTR 160,Cruiser,Racing Blue,350,Petrol ,Manual,,180900,15000,3,497700,Telangana,Hyderabad,Exchange,Delivery Executive,Loan,4.2
IND-11287,16-05-2021,Bajaj,Platina 110,Adventure,Sunset Orange,300,Electric,Manual,N/A,204400,15000,14,2651600,Kerala,Kochi,Online,Businessman,UPI,4.4
IND-10097,28-03-2021,Yamaha,FZ-S V3,Commuter,Candy Yellow,150,BS6 Petrol,Manual,37.9,79900,7000,12,874800,Uttar Pradesh,Lucknow,Exchange,Student,Credit Card,4.7
IND-11101,07-11-2024,Bajaj,Platina 110,Commuter,Midnight Grey,100,PETROL,Manual,68.1,73100,0,9,657900,Telangana,Hyderabad,Exchange,Working Professional,EMI,4.9
IND-12427,05-02-2023,Honda,CB300R,Commuter,Midnight Grey,100,BS6 Petrol,Manual,47.3,60900,7000,5,269500,Kerala,Kochi,Dealership,Working Professional,Credit Card,4.3
IND-10615,03-01-2022,TVS,iQube Electric,Commuter,Candy Yellow,125,BS-6,Manual,49.2,,5000,7,564200,Gujarat,Ahmedabad,Company Direct,Businessman,UPI,3.8
IND-17801,29-09-2023,Jawa,Jawa Classic,Commuter,Pearl White,150,Petrol ,Manual,39,75000,,10,730000,Delhi,New Delhi,Company Direct,Businessman,EMI,4.5
IND-16510,05-09-2024,Mahindra,Gusto 125,Adventure,Matte Black,650,BS6,Manual,,364900,15000,8,2799200,West Bengal,Kolkata,Dealership,Delivery Executive,Cash,4.2
IND-11536,16-02-2021,Jawa,Jawa 42,Superbike,Pearl White,390,BS6 Petrol,Manual,57.4,557700,15000,9,4884300,Tamil Nadu,Chennai,Exchange,Businessman,Loan,3
IND-14170,17-04-2024,BAJAJ,Avenger 220,Sports,Matte Black,200,Electric,Manual,N/A,,10000,9,1126800,Uttar Pradesh,Lucknow,Exchange,Businessman,EMI,4.2
IND-16854,08-02-2021,Yamaha,R15 V4,Sports,,160,Petrol,Manual,69,143400,7000,12,1636800,Rajasthan,Jaipur,,Homemaker,Loan,4.6
IND-11845,04-10-2021,Mahindra,Mojo 300,Scooter,Pearl White,150,Petrol,Manual,47.2,75200,3000,13,938600,West Bengal,Kolkata,Dealership,Student,Credit Card,3.2
IND-12502,15-01-2023,KTM,RC 200,Adventure,Candy Yellow,390,Petrol,Manual,71.2,,15000,1,317300,West Bengal,Kolkata,Dealership,Student,Credit Card,4.7
IND-13013,03-12-2023,Bajaj,Pulsar NS200,Superbike,Matte Black,390,BS6 Petrol,Manual,44.3,587000,2000,9,5265000,West Bengal,Kolkata,Dealership,Working Professional,Credit Card,4.7
IND-13176,18-03-2024,Yamaha,MT-15,Adventure,Midnight Grey,300,BS6 Petrol,Manual,44.3,302600,5000,15,4464000,Rajasthan,Jaipur,Dealership,Homemaker,Credit Card,3.3
IND-11491,07-04-2023,Honda,Shine,Cruiser,Matte Black,350,BS-6,Manual,53.9,164700,3000,12,1940400,West Bengal,Kolkata,Dealership,Student,Credit Card,4.7
IND-16403,06-07-2024,Hero,Glamour,Electric,Glossy Red,0,BS6 Petrol,Manual,44,97300,10000,3,261900,Karnataka,Bengaluru,Company Direct,Delivery Executive,Cash,4.5
IND-11100,02-09-2021,Jawa,Yezdi Scrambler,Scooter,Racing Blue,110,Electric,Manual,N/A,98000,10000,8,704000,Kerala,Kochi,Dealership,Homemaker,Credit Card,3.8
IND-17165,28-02-2021,Mahindra,Duro DZ,Superbike,Candy Yellow,650,Petrol,Manual,69,506800,0,10,5068000,Telangana,Hyderabad,Exchange,Working Professional,Cash,
IND-16706,25-11-2022,Suzuki,Gixxer 250,Adventure,Candy Yellow,390,Electric,Manual,N/A,412000,2000,6,2460000,Tamil Nadu,Chennai,,Delivery Executive,Credit Card,3.4
IND-15350,05-04-2024,Mahindra,Centuro,Adventure,Lime Green,390,Petrol,Manual,43.1,353400,2000,4,1405600,Karnataka,Bengaluru,Company Direct,Homemaker,Cash,3.5
IND-13229,26-09-2021,Honda,Shine,Commuter,Candy Yellow,125,BS6 Petrol,Manual,43.1,66300,7000,9,533700,Karnataka,Bengaluru,Online,Student,Credit Card,4.3
IND-10245,10-03-2021,Suzuki,Access 125,Scooter,Candy Yellow,125,Electric,Manual,N/A,105700,5000,2,201400,West Bengal,Kolkata,,Working Professional,Credit Card,3.1
IND-19727,06-06-2024,Suzuki,Burgman Street,Sports,Pearl White,150,Petrol,Manual,34.4,174700,5000,12,2036400,Telangana,Hyderabad,,Delivery Executive,EMI,4.3
IND-18854,31-05-2021,Honda,Hornet 2.0,Scooter,Candy Yellow,125,Petrol,Manual,61.6,115700,0,13,1504100,Kerala,Kochi,Online,Student,EMI,3
IND-20164,04-02-2024,KTM,Duke 125,Superbike,Racing Blue,650,Electric,Manual,N/A,473400,0,3,1420200,Telangana,Hyderabad,Online,Delivery Executive,Loan,3.4
IND-19923,14-12-2024,Mahindra,Rodeo RZ,Superbike,Glossy Red,1000,Electric,Manual,N/A,344200,3000,2,682400,Uttar Pradesh,Lucknow,Exchange,Homemaker,Cash,4.3
IND-15072,22-09-2023,KTM,,Adventure,Racing Blue,300,Petrol,Manual,36.5,395700,0,4,1582800,Maharashtra,Mumbai,Exchange,Working Professional,Cash,3.1
IND-15404,14-11-2024,Yamaha,MT-15,adventure,Glossy Red,650,BS6 Petrol,Manual,48.5,366000,15000,9,3159000,Tamil Nadu,Chennai,Online,Delivery Executive,Cash,4.5
IND-14058,25-07-2022,KTM,Adventure 390,adventure,Midnight Grey,300,Petrol,Manual,40.2,350400,0,15,5256000,Kerala,Kochi,Online,Delivery Executive,Credit Card,3.1
IND-12240,15-03-2024,Bajaj,Platina 110,Cruiser,Sunset Orange,500,Petrol,Manual,65.8,172900,7000,6,995400,Gujarat,Ahmedabad,Company Direct,Homemaker,Cash,4.4
IND-12798,03-08-2022,Jawa,Jawa Classic,Cruiser,Glossy Red,220,Electric,Manual,N/A,157700,7000,5,753500,Tamil Nadu,Chennai,Exchange,Delivery Executive,EMI,4.9
IND-12621,23-10-2023,Hero,HF Deluxe,Superbike,Pearl White,390,BS6 Petrol,Manual,41,518800,3000,9,4642200,Gujarat,Ahmedabad,Dealership,Student,,3.3
IND-18157,24-01-2024,Royal Enfield India,Bullet 350,Cruiser,Midnight Grey,500,Electric,Manual,N/A,169800,5000,12,1977600,Kerala,Kochi,Exchange,Homemaker,Loan,3.5
IND-19734,30-06-2024,TVS,Apache RTR 160,Commuter,,110,BS6 Petrol,Manual,38.5,62000,3000,6,354000,Uttar Pradesh,Lucknow,Online,Delivery Executive,UPI,3.7
IND-10242,08-03-2024,Mahindra,Centuro,Sports,Matte Black,200,Electric ,Manual,N/A,196200,10000,5,931000,Karnataka,Bengaluru,Online,Student,Loan,3.8
IND-12778,17-02-2024,Yamaha,FZ-S V3,Superbike,Racing Blue,650,Electric,Manual,N/A,598200,2000,15,8943000,Uttar Pradesh,Lucknow,Dealership,Businessman,Credit Card,4.6
IND-12105,12-07-2022,Bajaj,Avenger 220,Adventure,Racing Blue,300,Electric,Manual,N/A,256000,2000,13,3302000,Gujarat,Ahmedabad,Dealership,Working Professional,Loan,3
IND-19019,28-08-2023,Suzuki,,adventure,Pearl White,390,Electric,Manual,500,,3000,10,3166000,Kerala,Kochi,Company Direct,Homemaker,Credit Card,
IND-18365,14-10-2021,Jawa,Yezdi Scrambler,Adventure,Candy Yellow,300,Electric,Manual,N/A,227000,3000,8,1792000,West Bengal,Kolkata,Online,Working Professional,Loan,3.7
IND-14358,09-11-2023,KTM,,Adventure,Sunset Orange,300,Petrol,Manual,,,0,7,1717100,Rajasthan,Jaipur,Dealership,Delivery Executive,UPI,3.3
IND-16857,25-06-2022,KTM,Duke 200,Sports,Pearl White,200,Petrol,Manual,48.9,196400,5000,2,382800,Delhi,New Delhi,Online,Student,Credit Card,3.3
IND-14988,14-06-2024,Bajaj,Dominar 400,Superbike,Racing Blue,650,BS6 Petrol,Manual,34.3,573800,0,12,6885600,Uttar Pradesh,Lucknow,Online,Working Professional,UPI,4.8
IND-16634,25-07-2024,Mahindra,Rodeo RZ,Electric,Matte Black,0,Petrol,Manual,47.1,86900,2000,10,849000,Uttar Pradesh,Lucknow,Online,Homemaker,Cash,3.9
IND-14101,18-06-2023,KTM,Duke 390,Commuter,Matte Black,100,Electric,Manual,,,5000,5,300500,Karnataka,Bengaluru,Dealership,Student,Cash,
IND-12513,16-04-2024,Yamaha,FZ-S V3,Adventure,Matte Black,300,Electric,Manual,N/A,425300,10000,4,1661200,Telangana,Hyderabad,Online,Homemaker,UPI,4.7
IND-19346,09-10-2023,Royal Enfield,Himalayan,Cruiser,Sunset Orange,350,Petrol,Manual,50.3,232100,0,5,1160500,Tamil Nadu,Chennai,Company Direct,Businessman,,
IND-16228,22.07.2021,Mahindra,Duro DZ,Electric,Glossy Red,0,Electric,Manual,N/A,81800,2000,4,319200,Tamil Nadu,Chennai,Company Direct,Businessman,EMI,4.8
IND-15121,08-03-2024,Jawa,Yezdi Scrambler,Commuter,Matte Black,125,Electric,Manual,N/A,63600,7000,2,113200,Rajasthan,Jaipur,Exchange,Working Professional,Loan,4.6
IND-18884,25-04-2023,Royal Enfield,Meteor 350,Electric,Candy Yellow,0,BS6 Petrol,Manual,67.1,138300,0,13,1797900,Rajasthan,Jaipur,Online,Businessman,Credit Card,
IND-13772,01-12-2021,KTM,Duke 390,Cruiser,Racing Blue,220,BS6 Petrol,Manual,51.9,213400,2000,12,2536800,West Bengal,Kolkata,Dealership,Businessman,UPI,4.7
IND-19086,03-06-2021,Honda,Hornet 2.0,Superbike,Racing Blue,650,EV,Manual,N/A,429000,3000,2,852000,Gujarat,Ahmedabad,Online,Homemaker,Loan,3.3
IND-14669,27-07-2021,Suzuki,V-Strom 650,Adventure,Lime Green,300,Electric,Manual,,333200,,9,2908800,Karnataka,Bengaluru,Online,Working Professional,Cash,4.9
IND-19391,15-07-2021,Honda,CB Unicorn,Cruiser,Racing Blue,220,Electric,Manual,N/A,,3000,14,3024000,Rajasthan,Jaipur,Exchange,Delivery Executive,Cash,4.9
IND-12062,17-09-2024,BAJAJ,Pulsar NS200,Adventure,Racing Blue,390,BS6 Petrol,Manual,52.3,409600,10000,2,799200,Maharashtra,Mumbai,,Businessman,,3.5
IND-10375,01-01-2021,Suzuki,Burgman Street,Adventure,Racing Blue,650,BS6 Petrol,Manual,39.6,400700,7000,15,5905500,Delhi,New Delhi,Exchange,Homemaker,,4.9
IND-18573,26-12-2024,Yamaha,MT-15,Superbike,Sunset Orange,390,BS6 Petrol,Manual,,,10000,5,1802500,Delhi,New Delhi,Online,Working Professional,Cash,3.3
IND-16670,24-03-2022,Suzuki,Access 125,Electric,Glossy Red,0,BS6 Petrol,Manual,37.4,124100,0,6,744600,Telangana,Hyderabad,Exchange,Businessman,Cash,
IND-10180,15-09-2024,Mahindra,Rodeo RZ,Superbike,,1000,Petrol,Manual,42.3,536200,5000,4,2124800,Gujarat,Ahmedabad,Company Direct,Homemaker,Cash,
IND-18784,30-05-2024,RE,,Electric,Midnight Grey,0,Electric,Manual,N/A,131700,15000,4,466800,Uttar Pradesh,Lucknow,Online,Delivery Executive,Credit Card,
IND-18504,28-07-2021,Mahindra,Duro DZ,Superbike,,390,bs6 petrol,Manual,69.5,500800,15000,5,2429000,Uttar Pradesh,Lucknow,Online,Student,EMI,4.2
IND-15328,30-11-2023,Royal Enfield,Himalayan,Scooter,Pearl White,125,Petrol,Manual,45.4,118100,3000,10,1151000,West Bengal,Kolkata,Online,Delivery Executive,UPI,3
IND-16374,28-01-2021,Bajaj,Pulsar NS200,Commuter,Candy Yellow,150,BS6 Petrol,Manual,59.4,70900,5000,7,461300,Kerala,Kochi,,Working Professional,EMI,3.7
IND-14874,20-11-2022,KTM,Adventure 390,Electric,Lime Green,0,BS6 Petrol,Manual,33,136900,,9,1214100,Telangana,Hyderabad,,Delivery Executive,EMI,3
IND-16534,11-10-2022,Jawa,Jawa 42,Sports,Midnight Grey,250,Electric,Manual,N/A,196700,5000,2,383400,Tamil Nadu,Chennai,Exchange,Homemaker,UPI,4.8
IND-12769,16-10-2022,Suzuki,Access 125,Electric,Sunset Orange,0,Electric,Manual,N/A,149900,3000,5,734500,Karnataka,Bengaluru,Company Direct,Working Professional,Loan,4.1
IND-11224,05-11-2024,Suzuki,V-Strom 650,Scooter,Midnight Grey,150,Electric ,Manual,N/A,74700,15000,4,238800,Maharashtra,Mumbai,Company Direct,Homemaker,EMI,4.3
IND-18860,25-10-2021,Jawa,Jawa 42,Superbike,Pearl White,1000,BS6 Petrol,Manual,,344300,2000,11,3765300,Telangana,Hyderabad,Exchange,Homemaker,Cash,3
IND-12331,17-02-2024,Suzuki,V-Strom 650,Adventure,Racing Blue,390,BS6 Petrol,Manual,70.2,320100,10000,1,310100,Delhi,New Delhi,Dealership,Student,Credit Card,4
IND-15262,27-12-2021,TVS Motors,iQube Electric,Scooter,Matte Black,125,bs6 petrol,Manual,68.6,101100,10000,15,1366500,Gujarat,Ahmedabad,Online,Working Professional,UPI,4.2
IND-14079,09-06-2021,KTM,Duke 125,Superbike,Midnight Grey,390,BS6 Petrol,Manual,,542800,0,2,1085600,Gujarat,Ahmedabad,Exchange,Working Professional,Cash,3.8
IND-10436,28-08-2023,Suzuki,Burgman Street,Superbike,Sunset Orange,390,Electric,Manual,,318500,10000,15,4627500,Kerala,Kochi,Exchange,Delivery Executive,,3.1
IND-15615,08-05-2023,T.V.S,iQube Electric,Cruiser,Racing Blue,350,Petrol,Manual,73.9,164900,7000,3,473700,Uttar Pradesh,Lucknow,Online,Student,Credit Card,4
IND-19921,22-04-2024,KTM,Duke 390,Electric,Pearl White,0,BS6 Petrol,Manual,57.1,143600,0,12,1723200,Gujarat,Ahmedabad,Company Direct,Homemaker,Credit Card,4.9
IND-16462,18-07-2022,TVS,Ntorq 125,Sports,Midnight Grey,200,Petrol,Manual,47.9,107800,2000,13,1375400,Rajasthan,Jaipur,Company Direct,Student,UPI,3.5
IND-20105,16-04-2022,KTM,RC 200,Adventure,Matte Black,650,Petrol,Manual,47.7,237400,10000,5,1137000,Gujarat,Ahmedabad,Dealership,Delivery Executive,Credit Card,3.6
IND-20040,12-09-2023,Jawa,Perak,Cruiser,Midnight Grey,350,BS6 Petrol,Manual,55.7,156400,15000,6,848400,West Bengal,Kolkata,Company Direct,Delivery Executive,Cash,3.1
IND-18522,15-05-2022,KTM,,Scooter,Racing Blue,125,Petrol,Manual,57.3,74200,3000,4,284800,Tamil Nadu,Chennai,Dealership,Businessman,EMI,3.3
IND-15757,05-03-2023,TVS,,Cruiser,Pearl White,500,BS6 Petrol,Manual,73.8,208100,7000,11,2212100,Gujarat,Ahmedabad,Online,Student,UPI,3.6
IND-16268,02-12-2023,Hero,Splendor Plus,Superbike,Pearl White,390,BS6 Petrol,Manual,52.7,446900,5000,10,4419000,DELHI,New Delhi,,Businessman,EMI,
IND-17158,21-10-2022,Mahindra,Mojo 300,Electric,Matte Black,0,PETROL,Manual,48.9,126300,,6,739800,UTTAR PRADESH,Lucknow,Online,Homemaker,Cash,4.5
IND-16222,25-09-2024,RE,Meteor 350,Adventure,Racing Blue,650,Petrol,Manual,61.6,336000,,3,978000,Uttar Pradesh,Lucknow,Online,Working Professional,EMI,3.7
IND-14688,12-01-2021,Bajaj,Dominar 400,Sports,Matte Black,200,Petrol,Manual,65.1,174400,15000,12,1912800,Gujarat,Ahmedabad,Online,Homemaker,Credit Card,3.3
IND-14299,08-04-2021,KTM,Adventure 390,Sports,Pearl White,160,BS6 Petrol,Manual,63,126600,5000,11,1337600,Delhi,New Delhi,Dealership,Delivery Executive,Loan,4
IND-19432,29-05-2024,Hero,Passion Pro,Adventure,Candy Yellow,650,petrol,Manual,52.1,436200,0,3,1308600,Uttar Pradesh,Lucknow,Dealership,Student,EMI,4.7
IND-13856,08-08-2021,Bajaj,Dominar 400,Commuter,Glossy Red,150,electric,Manual,N/A,79400,3000,14,1069600,Uttar Pradesh,Lucknow,Online,Homemaker,UPI,4
IND-11322,11-07-2022,KTM,RC 200,Electric,Pearl White,0,BS6 Petrol,Manual,61.5,85400,7000,9,705600,Maharashtra,Mumbai,Company Direct,Homemaker,Loan,3.3
IND-10639,09-10-2021,TVS,iQube Electric,Adventure,Glossy Red,300,Petrol,Manual,57.7,435000,0,5,2175000,Uttar Pradesh,Lucknow,,Working Professional,Loan,3.2
IND-10850,19-01-2022,Jawa,Jawa Classic,Sports,Glossy Red,150,BS6 Petrol,Manual,41.1,176800,5000,14,2405200,Uttar Pradesh,Lucknow,Online,Businessman,Credit Card,3.3
IND-19228,04-05-2023,Royal Enfield,Meteor 350,Cruiser,Midnight Grey,500,Electric,Manual,N/A,230100,5000,12,2701200,gujarat,Ahmedabad,,Working Professional,,3.2
IND-14495,11-08-2021,Bajaj,Platina 110,Cruiser,Midnight Grey,220,Petrol,Manual,31.3,190700,0,3,572100,Delhi,New Delhi,Exchange,Homemaker,Cash,4.3
IND-15659,05-12-2021,Yamaha,,Commuter,Matte Black,150,Electric,Manual,N/A,75400,0,14,1055600,Karnataka,Bengaluru,Dealership,Homemaker,Cash,4.9
IND-18424,22-08-2023,Bajaj,Avenger 220,Electric,Candy Yellow,0,Petrol,Manual,52.7,82600,3000,13,1034800,Gujarat,Ahmedabad,Exchange,Businessman,Cash,3.5
IND-14154,02-12-2022,Hero,Glamour,Electric,Lime Green,0,BS6 Petrol,Manual,68,142800,5000,9,1240200,TAMIL NADU,Chennai,Online,Businessman,,3.6
IND-12666,03-02-2022,TVS,Raider 125,Commuter,Midnight Grey,150,Electric,Manual,N/A,71200,0.001,1,71200,Gujarat,Ahmedabad,Online,Student,Loan,4.1
IND-11474,11-06-2024,Bajaj,,Sports,Pearl White,150,Petrol,Manual,35.4,160000,7000,1,153000,Uttar Pradesh,Lucknow,Exchange,Delivery Executive,Credit Card,4.6
IND-18706,14-05-2023,TVS,Ntorq 125,Sports,Pearl White,160,Petrol,Manual,62,175800,5000,13,2220400,Karnataka,Bengaluru,Company Direct,Homemaker,Loan,3.4
IND-13312,08-01-2021,Suzuki,Access 125,Electric,Matte Black,0,BS6 Petrol,Manual,,136500,3000,7,934500,TELANGANA,Hyderabad,Company Direct,Working Professional,EMI,3.3
IND-20023,02-05-2022,KTM,,Electric,Pearl White,0,BS6 Petrol,Manual,63.9,136700,15000,12,1460400,Tamil Nadu,Chennai,Online,Delivery Executive,EMI,3.9
IND-18146,23-04-2024,Suzuki,V-Strom 650,Sports,Lime Green,250,Petrol,Manual,53.7,140700,5000,14,1899800,Karnataka,Bengaluru,Online,Student,Credit Card,4.3
IND-16652,12-03-2023,KTM,Duke 125,Cruiser,Candy Yellow,500,BS6 Petrol,Manual,56.5,180200,5000,12,2102400,Maharashtra,Mumbai,Online,Delivery Executive,Credit Card,3.3
IND-15733,16-05-2021,Mahindra,Gusto 125,Electric,Racing Blue,0,BS6 Petrol,Manual,55.7,81700,0,7,571900,Telangana,Hyderabad,Exchange,Delivery Executive,Credit Card,3.1
IND-14321,15-05-2021,KTM,,Electric,Sunset Orange,0,Petrol,Manual,60.2,93700,,6,532200,Kerala,Kochi,Online,Student,,3.3
IND-10642,17-10-2021,TVS,Jupiter,Adventure,,390,BS6 Petrol,Manual,38.3,365000,0,2,730000,West Bengal,Kolkata,Dealership,Working Professional,EMI,4.3
IND-10771,22-01-2021,Mahindra,Mojo 300,Scooter,Sunset Orange,125,BS6 Petrol,Manual,52.2,112000,0,14,1568000,Gujarat,Ahmedabad,Dealership,Student,Cash,3.1
IND-20118,12-10-2023,Honda,CB300R,Cruiser,Glossy Red,500,Electric,Manual,N/A,181800,0,11,1999800,West Bengal,Kolkata,Exchange,Delivery Executive,Cash,3.1
IND-13629,17-02-2023,TVS,Ntorq 125,sports,Glossy Red,200,Electric,Manual,N/A,164300,7000,13,2044900,Tamil Nadu,Chennai,,Student,UPI,3.7
IND-14018,16-09-2024,Mahindra,Duro DZ,Adventure,Midnight Grey,300,Petrol,Manual,61.4,263200,10000,13,3291600,Kerala,Kochi,Company Direct,Homemaker,Cash,4.1
IND-12085,26-12-2024,bajaj,Dominar 400,Sports,,200,BS6 Petrol,Manual,63.7,151700,10000,14,1983800,Delhi,New Delhi,Dealership,Student,Loan,4.4
IND-10818,11-04-2022,Bajaj,Pulsar NS200,Scooter,Pearl White,125,BS6 Petrol,Manual,45.8,92400,5000,15,1311000,Maharashtra,Mumbai,Online,Working Professional,EMI,4.2
IND-14656,24-03-2021,Bajaj,CT110,Cruiser,Racing Blue,350,EV,Manual,N/A,212500,15000,12,2370000,Maharashtra,Mumbai,Exchange,Student,EMI,3
